PrjUID,颱風,核列序號,工程代碼,機關名稱,復建工程名稱,鄉(鎮市),審議經費(千元),實際進度%,完工期限,發包日期,完工日期
Prj1108161623307890250,100年7月豪雨,001,A1,南投縣政府,永福村福長橋下災修復建工程,中寮鄉,1253.00,100,2012.03.31,2011.12.30,2012.02.13
Prj1108081541057540483,100年7月豪雨,002,A1,南投縣政府,竹山鎮街仔尾溪河床破損工程,竹山鎮,384,100,2012.01.31,2011.12.21,2012.01.09
Prj1108081437587010299,100年7月豪雨,003,A1,南投縣政府,埔里鎮史港里史港溪堤防災修工程,埔里鎮,665,100,2012.01.31,2011.12.22,2012.01.20
Prj1108081534153120465,100年7月豪雨,004,A1,南投縣政府,埔里鎮蜈蚣里乾溪護岸災修工程,埔里鎮,550,100,2012.01.31,2011.12.22,2012.01.20
Prj1108090846394910013,100年7月豪雨,005,A1,南投縣政府,草屯鎮南埔里青宅巷青宅溝災後復建工程,草屯鎮,1440.00,100,2012.02.02,2011.12.30,2012.02.02
Prj1108121314079202112,100年7月豪雨,001,C1,南投縣政府,中寮鄉投17線17k+100道路災修復建工程,中寮鄉,2311.00,100,2012.03.26,2012.01.31,2012.03.23
Prj1108031450287470242,100年7月豪雨,002,C1,南投縣政府,中寮鄉投17線18k+500災修復建工程,中寮鄉,354,100,2012.01.31,2012.01.11,2012.01.31
Prj1108121534294890005,100年7月豪雨,003,C1,南投縣政府,中寮鄉投17線19k+440災修復建工程,中寮鄉,4048.00,100,2012.03.31,2012.01.17,2012.03.22
Prj1108081405389300222,100年7月豪雨,007,C1,南投縣政府,竹山鎮投57線4K+000道路災修復建工程,竹山鎮,3826.00,100,2012.01.31,2011.12.16,2012.01.17
Prj1108151001238710055,100年7月豪雨,008,C1,南投縣政府,鹿谷鄉縣道131線45K+100道路災修復建工程,鹿谷鄉,675,100,2012.02.09,2011.12.30,2012.02.09
Prj1108081400315360169,100年7月豪雨,009,C1,南投縣政府,埔里鎮投65線3K+500及5K+500道路災修復建工程,埔里鎮,729,100,2012.01.31,2011.12.12,2011.01.30
Prj1108081326360750035,100年7月豪雨,010,C1,南投縣政府,埔里鎮投68線8k+000道路災修復建工程,埔里鎮,1010.00,100,2012.02.09,2011.12.12,2012.02.09
Prj1108081715158380086,100年7月豪雨,011,C1,南投縣政府,埔里鎮投69線0K+500道路災修復建工程,埔里鎮,1905.00,100,2012.03.31,2012.01.30,2012.03.09
Prj1108081252182410060,100年7月豪雨,012,C1,南投縣政府,埔里鎮投73線1k+500道路災修復建工程,埔里鎮,940,100,2012.01.31,2011.12.16,2012.01.31
Prj1108110914224840092,100年7月豪雨,013,C1,南投縣政府,埔里鎮投73線4K+400道路災修復建工程,埔里鎮,3198.00,100,2012.03.31,2012.01.30,2012.03.09
Prj1108161523462250214,100年7月豪雨,014,C1,南投縣政府,仁愛鄉投80線10K+100明隧道擋土牆掏空災修復建工程,仁愛鄉,30628.00,100,2012.12.31,2012.05.11,2012.12.28
Prj1108051457017760785,100年7月豪雨,015,C1,南投縣政府,仁愛鄉投83線14K+300道路災修復建工程,仁愛鄉,20698.00,100,2012.05.31,2012.01.13,2012.05.11
Prj1108051159038430620,100年7月豪雨,016,C1,南投縣政府,仁愛鄉投85線5K+100道路災修復建工程,仁愛鄉,421,100,2012.04.30,2012.02.06,2012.04.30
Prj1108151937218900474,100年7月豪雨,017,C1,南投縣政府,仁愛鄉投85線6K+700道路災修復建工程,仁愛鄉,1380.00,100,2012.04.30,2012.02.06,2012.04.30
Prj1108051417331980720,100年7月豪雨,018,C1,南投縣政府,仁愛鄉投89線15K+500道路災修復建工程,仁愛鄉,5176.00,100,2012.10.05,2012.01.18,2012.10.05
Prj1112191345350400045,100年11月豪雨,043,H3,臺東縣政府,南溪20鄰產業道路災害復建工程,長濱鄉,2747.00,100,2012.12.31,2012.05.23,2012.12.19
Prj1112191336529500021,100年11月豪雨,044,H3,臺東縣政府,南溪往20鄰聯外道路災害復建工程,長濱鄉,1375.00,100,2012.12.31,2012.05.23,2012.12.19
Prj1112191314455620000,100年11月豪雨,045,H3,臺東縣政府,南溪產業道路災害復建工程,長濱鄉,1081.00,100,2012.09.04,2012.06.28,2012.09.04
Prj1112191551166572466,100年11月豪雨,046,H3,臺東縣政府,界橋後山產業道路支線災害復建工程,長濱鄉,983,100,2012.07.07,2012.05.15,2012.07.07
Prj1112191559117062496,100年11月豪雨,047,H3,臺東縣政府,界橋產道災害復建工程,長濱鄉,4029.00,100,2012.11.10,2012.05.15,2012.11.09
Prj1112191541093092412,100年11月豪雨,048,H3,臺東縣政府,烏石鼻產業道路災害復建工程,長濱鄉,1667.00,100,2012.11.10,2012.05.15,2012.11.09
Prj1112191416396580105,100年11月豪雨,049,H3,臺東縣政府,齒草埔往移民產業道路災害復建工程,長濱鄉,181,100,2012.05.31,2012.05.07,2012.05.21
Prj1112191438474640161,100年11月豪雨,050,H3,臺東縣政府,齒草埔產業道路中段災害復建工程,長濱鄉,364,100,2012.08.29,2012.07.18,2012.08.29
Prj1112191429370510129,100年11月豪雨,051,H3,臺東縣政府,齒草埔產業道路後段災害復建工程,長濱鄉,2298.00,100,2012.09.30,2012.05.15,2012.09.12
Prj1112191409010430092,100年11月豪雨,052,H3,臺東縣政府,齒草埔產道前段災害復建工程,長濱鄉,3122.00,100,2012.09.30,2012.05.15,2012.09.12
Prj1108161623307890250,100年7月豪雨,001,A1,南投縣政府,永福村福長橋下災修復建工程,中寮鄉,1253.00,100,2012.03.31,2011.12.30,2012.02.13
Prj1108081541057540483,100年7月豪雨,002,A1,南投縣政府,竹山鎮街仔尾溪河床破損工程,竹山鎮,384,100,2012.01.31,2011.12.21,2012.01.09
Prj1108081437587010299,100年7月豪雨,003,A1,南投縣政府,埔里鎮史港里史港溪堤防災修工程,埔里鎮,665,100,2012.01.31,2011.12.22,2012.01.20
Prj1108081534153120465,100年7月豪雨,004,A1,南投縣政府,埔里鎮蜈蚣里乾溪護岸災修工程,埔里鎮,550,100,2012.01.31,2011.12.22,2012.01.20
Prj1108090846394910013,100年7月豪雨,005,A1,南投縣政府,草屯鎮南埔里青宅巷青宅溝災後復建工程,草屯鎮,1440.00,100,2012.02.02,2011.12.30,2012.02.02
Prj1108121314079202112,100年7月豪雨,001,C1,南投縣政府,中寮鄉投17線17k+100道路災修復建工程,中寮鄉,2311.00,100,2012.03.26,2012.01.31,2012.03.23
Prj1108031450287470242,100年7月豪雨,002,C1,南投縣政府,中寮鄉投17線18k+500災修復建工程,中寮鄉,354,100,2012.01.31,2012.01.11,2012.01.31
Prj1108121534294890005,100年7月豪雨,003,C1,南投縣政府,中寮鄉投17線19k+440災修復建工程,中寮鄉,4048.00,100,2012.03.31,2012.01.17,2012.03.22
Prj1108081405389300222,100年7月豪雨,007,C1,南投縣政府,竹山鎮投57線4K+000道路災修復建工程,竹山鎮,3826.00,100,2012.01.31,2011.12.16,2012.01.17
Prj1108151001238710055,100年7月豪雨,008,C1,南投縣政府,鹿谷鄉縣道131線45K+100道路災修復建工程,鹿谷鄉,675,100,2012.02.09,2011.12.30,2012.02.09
Prj1108081400315360169,100年7月豪雨,009,C1,南投縣政府,埔里鎮投65線3K+500及5K+500道路災修復建工程,埔里鎮,729,100,2012.01.31,2011.12.12,2011.01.30
Prj1108081326360750035,100年7月豪雨,010,C1,南投縣政府,埔里鎮投68線8k+000道路災修復建工程,埔里鎮,1010.00,100,2012.02.09,2011.12.12,2012.02.09
Prj1108081715158380086,100年7月豪雨,011,C1,南投縣政府,埔里鎮投69線0K+500道路災修復建工程,埔里鎮,1905.00,100,2012.03.31,2012.01.30,2012.03.09
Prj1108081252182410060,100年7月豪雨,012,C1,南投縣政府,埔里鎮投73線1k+500道路災修復建工程,埔里鎮,940,100,2012.01.31,2011.12.16,2012.01.31
Prj1108110914224840092,100年7月豪雨,013,C1,南投縣政府,埔里鎮投73線4K+400道路災修復建工程,埔里鎮,3198.00,100,2012.03.31,2012.01.30,2012.03.09
Prj1108161523462250214,100年7月豪雨,014,C1,南投縣政府,仁愛鄉投80線10K+100明隧道擋土牆掏空災修復建工程,仁愛鄉,30628.00,100,2012.12.31,2012.05.11,2012.12.28
Prj1108051457017760785,100年7月豪雨,015,C1,南投縣政府,仁愛鄉投83線14K+300道路災修復建工程,仁愛鄉,20698.00,100,2012.05.31,2012.01.13,2012.05.11
Prj1108051159038430620,100年7月豪雨,016,C1,南投縣政府,仁愛鄉投85線5K+100道路災修復建工程,仁愛鄉,421,100,2012.04.30,2012.02.06,2012.04.30
Prj1108151937218900474,100年7月豪雨,017,C1,南投縣政府,仁愛鄉投85線6K+700道路災修復建工程,仁愛鄉,1380.00,100,2012.04.30,2012.02.06,2012.04.30
Prj1108051417331980720,100年7月豪雨,018,C1,南投縣政府,仁愛鄉投89線15K+500道路災修復建工程,仁愛鄉,5176.00,100,2012.10.05,2012.01.18,2012.10.05
Prj1108161357173190101,100年7月豪雨,001,A1,嘉義縣政府,荖園仔排水護岸掏空復建工程,中埔鄉,600,100,2012.04.19,2012.01.31,2012.04.19
Prj1108091337300140469,100年7月豪雨,002,A1,嘉義縣政府,內埔村水潭排水災修工程,竹崎鄉,716,100,2012.06.20,2011.12.28,2012.06.11
Prj1108081655036790025,100年7月豪雨,003,A1,嘉義縣政府,和平村角樹排水災修工程,竹崎鄉,450,100,2012.03.03,2011.12.23,2012.03.03
Prj1108051543060540909,100年7月豪雨,004,A1,嘉義縣政府,和平村溪科排水災修工程,竹崎鄉,520,100,2012.02.24,2011.12.22,2012.02.24
Prj1108091312223040404,100年7月豪雨,005,A1,嘉義縣政府,和平村邊寮排水災修工程,竹崎鄉,633,100,2012.07.20,2012.01.11,2012.06.01
Prj1108101324012100456,100年7月豪雨,006,A1,嘉義縣政府,昇平村岩北排水災修工程,竹崎鄉,1800.00,100,2012.05.01,2012.01.18,2012.05.01
Prj1108091145318880344,100年7月豪雨,007,A1,嘉義縣政府,復金村虎頭仔溪排水災修工程,竹崎鄉,1300.00,100,2012.07.31,2012.01.13,2012.06.29
Prj1108091333219210464,100年7月豪雨,008,A1,嘉義縣政府,獅埜村盧厝坑排水災修工程,竹崎鄉,660,100,2012.03.16,2011.12.28,2012.03.16
Prj1108081700034320036,100年7月豪雨,009,A1,嘉義縣政府,獅埜村霖坑排水災修工程,竹崎鄉,104,100,2012.03.16,2011.12.28,2012.03.16
Prj1108081648347310003,100年7月豪雨,010,A1,嘉義縣政府,義仁村鳳男排水災修工程,竹崎鄉,1320.00,100,2012.06.27,2012.02.04,2012.06.27
Prj1108091402165320007,100年7月豪雨,011,A1,嘉義縣政府,義隆村大圓尾排水災修工程,竹崎鄉,990,100,2012.04.02,2012.01.30,2012.04.02
Prj1108110906024380081,100年7月豪雨,012,A1,嘉義縣政府,龍山村文溪排水災修工程,竹崎鄉,466,100,2012.04.09,2012.01.30,2012.04.09
Prj1108091432044080121,100年7月豪雨,013,A1,嘉義縣政府,灣橋村石園排水災修工程,竹崎鄉,640,100,2012.03.21,2012.01.11,2012.03.21
Prj1108031001132510073,100年7月豪雨,001,B1,嘉義縣政府,100年7月豪雨九芎步道公共設施災修復建工程,番路鄉,230,100,2012.02.29,2012.01.10,2012.02.24
Prj1108081929294700622,100年7月豪雨,001,C1,嘉義縣政府,茶山村嘉129線27K+200災害復建工程,阿里山鄉,2143.00,100,2012.10.22,2012.05.15,2012.10.22
Prj1108081910464390529,100年7月豪雨,002,C1,嘉義縣政府,茶山村嘉129線29K+200災害復建工程,阿里山鄉,4673.00,100,2012.10.22,2012.05.15,2012.10.22
Prj1108111802321830552,100年7月豪雨,003,C1,嘉義縣政府,樂野村嘉156線 3K+500災害復建工程,阿里山鄉,617,100,2012.09.30,2012.05.09,2012.09.21
Prj1108151557440890324,100年7月豪雨,004,C1,嘉義縣政府,十字村嘉155線7k+500、8k+100及10k+900等3件災害復建工程,"阿里山鄉

阿里山鄉

阿里山鄉",3396.00,100,2012.09.30,2012.05.09,2012.09.21
Prj1108090831277530003,100年7月豪雨,001,C2,嘉義縣政府,西興村往葉進松宅村里道路災修工程,大埔鄉,442,100,2012.01.31,2012.01.03,2012.01.30
Prj1108051659460831021,100年7月豪雨,002,C2,嘉義縣政府,仁壽村西力村道災修工程,竹崎鄉,687,100,2012.05.31,2012.01.31,2012.04.25
Prj1108081128492920000,100年7月豪雨,003,C2,嘉義縣政府,仁壽村雲東村道災修工程,竹崎鄉,1113.00,100,2012.05.31,2012.01.31,2012.04.25
Prj1108081322542780032,100年7月豪雨,004,C2,嘉義縣政府,龍山村崎西村道災修工程,竹崎鄉,433,100,2012.05.31,2012.01.31,2012.04.25
Prj1108101430369870127,100年7月豪雨,005,C2,嘉義縣政府,太和朕米糕0.35k道路檔土牆復建工程,梅山鄉,838,100,2012.07.15,2012.02.21,2012.06.08
Prj1108101514294570229,100年7月豪雨,006,C2,嘉義縣政府,圳北村麻園寮及頂過溪等兩處村里道路復建工程,梅山鄉,796,100,2012.07.15,2012.02.21,2012.06.08
Prj1108101545175840285,100年7月豪雨,007,C2,嘉義縣政府,安靖村湖底道路擋土牆復建工程,梅山鄉,58,100,2012.07.15,2012.02.21,2012.06.08
Prj1108121056488522060,100年7月豪雨,008,C2,嘉義縣政府,瑞峰村日落頭道路擋土牆復建工程,梅山鄉,1103.00,100,2012.07.15,2012.02.21,2012.06.08
Prj1108120957012920187,100年7月豪雨,009,C2,嘉義縣政府,瑞峰村峰草路1.9k道路擋土牆復建工程,梅山鄉,2568.00,100,2012.07.15,2012.02.21,2012.06.08
Prj1108121001573340198,100年7月豪雨,010,C2,嘉義縣政府,瑞峰村峰草路2.3k道路擋土牆復建工程,梅山鄉,1204.00,100,2012.07.15,2012.02.21,2012.06.08
Prj1108121015491270245,100年7月豪雨,011,C2,嘉義縣政府,瑞峰村峰草路2.5k道路擋土牆復建工程,梅山鄉,1461.00,100,2012.07.15,2012.02.21,2012.06.08
Prj1108120849350390020,100年7月豪雨,012,C2,嘉義縣政府,瑞峰村新興寮下路道路擋土牆復建工程,梅山鄉,141,100,2012.07.15,2012.02.21,2012.06.08
Prj1108091245445710389,100年7月豪雨,013,C2,嘉義縣政府,下坑北勢仔道路災修工程,番路鄉,510,100,2012.07.31,2012.03.28,2012.07.06
Prj1108091105583420197,100年7月豪雨,001,G1,嘉義縣政府,中埔鄉鹽館宗鉤水保災修工程,中埔鄉,702,100,2012.08.31,2012.05.22,2012.07.29
Prj1108101040058790195,100年7月豪雨,002,G1,嘉義縣政府,深坑村福德宮邊水保災修工程,中埔鄉,262,100,2012.10.31,2012.05.29,2012.10.05
Prj1108101120221550302,100年7月豪雨,003,G1,嘉義縣政府,瑞豐村崁腳野溪災修工程,中埔鄉,2110.00,100,2012.10.24,2012.05.29,2012.10.24
Prj1108101003377690085,100年7月豪雨,004,G1,嘉義縣政府,鹽館村能仁野溪災修工程,中埔鄉,4658.00,100,2012.10.31,2012.05.29,2012.10.05
Prj1108090903500420053,100年7月豪雨,005,G1,嘉義縣政府,光華村光鎰水保災修工程,竹崎鄉,820,100,2012.07.15,2012.04.25,2012.06.05
Prj1108081552408760520,100年7月豪雨,006,G1,嘉義縣政府,內埔村柳潭水保災修工程,竹崎鄉,2523.00,100,2012.11.15,2012.06.25,2012.09.02
Prj1108081504069590368,100年7月豪雨,007,G1,嘉義縣政府,文峰村仁坑水保災修工程,竹崎鄉,3084.00,100,2012.07.31,2012.05.01,2012.06.08
Prj1108091036506560087,100年7月豪雨,008,G1,嘉義縣政府,文峰村忠義橋水保災修工程,竹崎鄉,435,100,2012.11.30,2012.06.07,2012.09.10
Prj1108051056510470418,100年7月豪雨,009,G1,嘉義縣政府,白杞 村繁昌水保災修工程,竹崎鄉,439,100,2012.11.30,2012.06.06,2012.10.01
Prj1108081612138090570,100年7月豪雨,010,G1,嘉義縣政府,白杞村大排水保災修工程,竹崎鄉,361,100,2012.11.30,2012.06.06,2012.10.01
Prj1108141620594560058,100年7月豪雨,011,G1,嘉義縣政府,白杞村後山田農路災修工程,竹崎鄉,437,100,2012.11.15,2012.06.13,2012.10.09
Prj1108081539419410482,100年7月豪雨,012,G1,嘉義縣政府,白杞村園嶺水保災修工程,竹崎鄉,1760.00,100,2012.07.31,2012.05.01,2012.07.16
Prj1108091106292510198,100年7月豪雨,013,G1,嘉義縣政府,光華村光彥野溪災修工程,竹崎鄉,1640.00,100,2012.07.31,2012.05.01,2012.06.28
Prj1108091117441620230,100年7月豪雨,014,G1,嘉義縣政府,光華村華澈水保災修工程,竹崎鄉,990,100,2012.10.25,2012.04.25,2012.10.25
Prj1108131939034080379,100年7月豪雨,015,G1,嘉義縣政府,竹崎鄉文峰村往大湖農路災修工程,竹崎鄉,659,100,2012.11.15,2012.06.13,2012.10.09
Prj1108131731575240186,100年7月豪雨,016,G1,嘉義縣政府,竹崎鄉光華村驛馬溪橋下游野溪災修工程,竹崎鄉,1564.00,100,2012.11.15,2012.06.13,2012.10.09
Prj1108131451331920001,100年7月豪雨,017,G1,嘉義縣政府,竹崎鄉和平村羌仔科野溪災修工程,竹崎鄉,1443.00,100,2012.11.15,2012.06.07,2012.09.25
Prj1108131905100190338,100年7月豪雨,018,G1,嘉義縣政府,竹崎鄉龍山村寶月精舍野溪災修工程,竹崎鄉,552,100,2012.11.15,2012.06.13,2012.10.09
Prj1108091606250060469,100年7月豪雨,019,G1,嘉義縣政府,坑頭村九山水保災修工程,竹崎鄉,505,100,2012.07.15,2012.04.25,2012.06.05
Prj1108101142128720365,100年7月豪雨,020,G1,嘉義縣政府,坑頭村(水土)田山水保災修工程,竹崎鄉,704,100,2012.07.15,2012.04.25,2012.06.15
Prj1108101417049200093,100年7月豪雨,021,G1,嘉義縣政府,坑頭村羌母坑水保災修工程,竹崎鄉,390,100,2012.06.30,2012.04.25,2012.06.05
Prj1108141846326840244,100年7月豪雨,022,G1,嘉義縣政府,沙坑村科底水保災修工程,竹崎鄉,274,100,2012.11.15,2012.06.07,2012.09.25
Prj1108041214172920210,100年7月豪雨,023,G1,嘉義縣政府,和平村文芳水保災修工程,竹崎鄉,1267.00,100,2012.11.30,2012.06.07,2012.09.10
Prj1108101430300290126,100年7月豪雨,024,G1,嘉義縣政府,和平村羌仔科水保災修工程,竹崎鄉,738,100,2012.07.15,2012.04.25,2012.06.04
Prj1108051124034330514,100年7月豪雨,025,G1,嘉義縣政府,桃源村桃坪下水保災修工程,竹崎鄉,1464.00,100,2012.11.30,2012.06.06,2012.10.01
Prj1108081949224240736,100年7月豪雨,026,G1,嘉義縣政府,桃源村軟歐野溪災修工程,竹崎鄉,1600.00,100,2012.07.31,2012.05.01,2012.07.10
Prj1108141942263030316,100年7月豪雨,027,G1,嘉義縣政府,桃源村黃心寮下方農路災修工程,竹崎鄉,992,100,2012.11.30,2012.06.06,2012.10.01
Prj1108141815199730196,100年7月豪雨,028,G1,嘉義縣政府,復金村水底水保災修工程,竹崎鄉,179,100,2012.11.15,2012.06.07,2012.09.25
Prj1108081341031740077,100年7月豪雨,029,G1,嘉義縣政府,復金村白貴水保災修工程,竹崎鄉,1391.00,100,2012.07.31,2012.05.01,2012.06.27
Prj1108081955082030758,100年7月豪雨,030,G1,嘉義縣政府,塘興村下坪野溪災修工程,竹崎鄉,5719.00,100,2012.08.15,2012.05.01,2012.08.15
Prj1108081944017610704,100年7月豪雨,031,G1,嘉義縣政府,獅埜村13鄰水保災修工程,竹崎鄉,624,100,2012.07.10,2012.04.25,2012.06.25
Prj1108141839570110232,100年7月豪雨,032,G1,嘉義縣政府,獅埜村桃仔坑水保災修工程,竹崎鄉,431,100,2012.11.15,2012.06.07,2012.09.25
Prj1108141909262990279,100年7月豪雨,033,G1,嘉義縣政府,義隆村新社水保災修工程,竹崎鄉,392,100,2012.11.15,2012.06.07,2012.09.25
Prj1108051448019480770,100年7月豪雨,034,G1,嘉義縣政府,緞繻村三姓宮野溪災修工程,竹崎鄉,1000.00,100,2012.07.15,2012.04.25,2012.06.01
Prj1108051520095420847,100年7月豪雨,035,G1,嘉義縣政府,緞繻村南腳野溪災修工程,竹崎鄉,768,100,2012.07.15,2012.04.25,2012.06.01
Prj1108081437310350297,100年7月豪雨,036,G1,嘉義縣政府,緞繻村鹽菜甕頂水保災修工程,竹崎鄉,29000.00,100,2013.02.18,2012.08.17,2013.02.18
